"일자","지점명","교과명","학생번호","학생명","tel1","tel2","tel3","유형명","순공시간","순공시간(HH:mm:ss)"
'2026-03-28',은평서대문,영어,396318,백제이,"010","5003","9891",자습,"0시간 25분 37초","00:24:37"
'2026-03-28',은평서대문,국어,397045,윤은혜,"010","3313","6631",인강,"3시간 53분 38초","02:52:38"
'2026-03-28',은평서대문,수학,397045,윤은혜,"010","3313","6631",자습,"3시간 0분 23초","03:00:23"
'2026-03-28',은평서대문,영어,397045,윤은혜,"010","3313","6631",자습,"4시간 26분 50초","04:25:50"
'2026-03-28',은평서대문,수학,392852,이제원,"010","2945","7766",자습,"0시간 0분 12초","00:00:12"
'2026-03-28',은평서대문,국어,388320,하서윤,"010","3279","6180",자습,"2시간 34분 49초","01:33:49"
'2026-03-28',은평서대문,사회탐구,388320,하서윤,"010","3279","6180",인강,"3시간 16분 6초","03:16:06"
'2026-03-28',은평서대문,사회탐구,388320,하서윤,"010","3279","6180",자습,"2시간 35분 51초","01:34:51"
'2026-03-28',은평서대문,수학,388320,하서윤,"010","3279","6180",인강,"1시간 31분 27초","00:31:27"
'2026-03-28',은평서대문,영어,388320,하서윤,"010","3279","6180",자습,"1시간 0분 16초","01:00:16"
'2026-03-28',의정부,국어,396909,김민지,"010","3907","6243",자습,"4시간 28분 12초","04:28:12"
'2026-03-28',의정부,사회탐구,396909,김민지,"010","3907","6243",자습,"2시간 4분 56초","02:03:56"
'2026-03-28',의정부,수학,396909,김민지,"010","3907","6243",자습,"1시간 58분 50초","00:57:50"
'2026-03-28',의정부,수학,396416,김은영,"010","3912","7790",자습,"8시간 36분 28초","07:36:28"
'2026-03-28',의정부,국어,393731,김태환,"010","2967","8248",자습,"1시간 34분 56초","00:33:56"
'2026-03-28',의정부,국어,377967,김혜연,"010","3618","7104",인강,"3시간 8분 33초","03:07:33"
'2026-03-28',의정부,사회탐구,377967,김혜연,"010","3618","7104",인강,"3시간 4분 3초","03:04:03"
'2026-03-28',의정부,수학,377967,김혜연,"010","3618","7104",인강,"7시간 1분 4초","07:01:04"
'2026-03-28',의정부,국어,394407,박미래,"010","6345","5744",자습,"3시간 24분 48초","03:23:48"
'2026-03-28',의정부,사회탐구,394407,박미래,"010","6345","5744",인강,"4시간 50분 23초","03:50:23"
'2026-03-28',의정부,수학,394407,박미래,"010","6345","5744",자습,"3시간 52분 25초","02:52:25"
'2026-03-28',의정부,영어,394407,박미래,"010","6345","5744",인강,"2시간 42분 12초","01:42:12"
'2026-03-28',의정부,영어,394407,박미래,"010","6345","5744",자습,"1시간 1분 54초","01:00:54"
'2026-03-28',의정부,과학탐구,392068,신채린,"010","8339","1422",실모,"1시간 30분 0초","00:30:00"
'2026-03-28',의정부,국어,392068,신채린,"010","8339","1422",실모,"1시간 20분 0초","01:20:00"
'2026-03-28',의정부,국어,392068,신채린,"010","8339","1422",자습,"2시간 49분 39초","01:48:39"
'2026-03-28',의정부,사회탐구,392068,신채린,"010","8339","1422",자습,"2시간 59분 3초","01:59:03"
'2026-03-28',의정부,수학,392068,신채린,"010","8339","1422",실모,"2시간 40분 0초","01:40:00"
'2026-03-28',의정부,영어,392068,신채린,"010","8339","1422",실모,"1시간 10분 0초","01:10:00"
'2026-03-28',의정부,영어,392068,신채린,"010","8339","1422",자습,"0시간 11분 44초","00:10:44"
'2026-03-28',의정부,한국사,392068,신채린,"010","8339","1422",실모,"1시간 30분 0초","00:30:00"
'2026-03-28',의정부,국어,396467,유영은,"010","4995","1416",인강,"3시간 46분 28초","02:46:28"
'2026-03-28',의정부,국어,396467,유영은,"010","4995","1416",자습,"1시간 30분 4초","00:30:04"
'2026-03-28',의정부,사회탐구,396467,유영은,"010","4995","1416",인강,"1시간 5분 2초","01:05:02"
'2026-03-28',의정부,사회탐구,396467,유영은,"010","4995","1416",자습,"1시간 4분 56초","01:03:56"
'2026-03-28',의정부,수학,396467,유영은,"010","4995","1416",인강,"4시간 6분 20초","04:06:20"
'2026-03-28',의정부,수학,396467,유영은,"010","4995","1416",자습,"2시간 28분 20초","02:28:20"
'2026-03-28',의정부,영어,396467,유영은,"010","4995","1416",인강,"2시간 34분 36초","01:33:36"
'2026-03-28',의정부,영어,396467,유영은,"010","4995","1416",자습,"1시간 30분 2초","00:30:02"
'2026-03-28',의정부,국어,395882,이봄,"010","2825","6470",자습,"1시간 25분 5초","01:25:05"
'2026-03-28',의정부,국어,393086,이시연,"010","3042","0679",자습,"1시간 54분 6초","00:54:06"
'2026-03-28',의정부,수학,393086,이시연,"010","3042","0679",인강,"1시간 13분 55초","01:12:55"
'2026-03-28',의정부,수학,393086,이시연,"010","3042","0679",자습,"1시간 0분 18초","01:00:18"
'2026-03-28',의정부,국어,396820,이아인,"010","3288","4416",인강,"1시간 3분 33초","01:02:33"
'2026-03-28',의정부,국어,396820,이아인,"010","3288","4416",자습,"0시간 27분 8초","00:27:08"
'2026-03-28',의정부,사회탐구,396820,이아인,"010","3288","4416",인강,"2시간 19분 25초","02:19:25"
'2026-03-28',의정부,수학,396820,이아인,"010","3288","4416",인강,"1시간 0분 5초","01:00:05"
'2026-03-28',의정부,수학,396820,이아인,"010","3288","4416",자습,"0시간 29분 21초","00:29:21"
'2026-03-28',의정부,국어,394843,이원재,"010","7604","1793",인강,"3시간 27분 55초","03:26:55"
'2026-03-28',의정부,사회탐구,394843,이원재,"010","7604","1793",인강,"1시간 2분 9초","01:02:09"
'2026-03-28',의정부,수학,394843,이원재,"010","7604","1793",인강,"4시간 51분 27초","03:51:27"
'2026-03-28',의정부,영어,394843,이원재,"010","7604","1793",인강,"0시간 23분 22초","00:23:22"
'2026-03-28',의정부,국어,375900,장성상,"010","5915","2581",자습,"3시간 42분 45초","02:41:45"
'2026-03-28',의정부,사회탐구,375900,장성상,"010","5915","2581",자습,"5시간 20분 22초","05:20:22"
'2026-03-28',의정부,수학,375900,장성상,"010","5915","2581",자습,"4시간 4분 43초","04:03:43"
'2026-03-28',의정부,수학,388595,차유진,"010","4343","4068",인강,"3시간 60분 49초","02:59:49"
'2026-03-28',의정부,수학,388595,차유진,"010","4343","4068",자습,"5시간 55분 33초","04:54:33"
'2026-03-28',이천기숙학원,국어,390294,김윤지,"010","3042","5086",자습,"9시간 33분 0초","08:33:00"
'2026-03-28',이천기숙학원,사회탐구,390294,김윤지,"010","3042","5086",실모,"1시간 39분 6초","00:39:06"
'2026-03-28',이천기숙학원,사회탐구,390294,김윤지,"010","3042","5086",인강,"1시간 2분 18초","01:02:18"
'2026-03-28',이천기숙학원,사회탐구,390294,김윤지,"010","3042","5086",자습,"0시간 27분 27초","00:27:27"
'2026-03-28',이천기숙학원,수학,390294,김윤지,"010","3042","5086",실모,"1시간 29분 9초","01:29:09"
'2026-03-28',이천기숙학원,수학,390294,김윤지,"010","3042","5086",자습,"1시간 28분 38초","01:27:38"
'2026-03-28',이천기숙학원,영어,390294,김윤지,"010","3042","5086",실모,"1시간 8분 20초","01:08:20"
'2026-03-28',이천기숙학원,영어,390294,김윤지,"010","3042","5086",자습,"3시간 34분 31초","02:33:31"
'2026-03-28',이천기숙학원,직업탐구,390294,김윤지,"010","3042","5086",자습,"3시간 20분 10초","03:20:10"
'2026-03-28',이천기숙학원,수학,388958,김해찬,"010","5957","5594",자습,"4시간 52분 2초","03:52:02"
'2026-03-28',이천기숙학원,수학,391562,변성연,"010","3463","1920",자습,"3시간 11분 57초","03:10:57"
'2026-03-28',이천기숙학원,국어,388520,이시온,"010","2129","6922",자습,"15시간 4분 7초","15:04:07"
'2026-03-28',이천기숙학원,수학,388520,이시온,"010","2129","6922",자습,"0시간 2분 16초","00:02:16"
'2026-03-28',이천기숙학원,수학,388886,이채린A,"010","7614","6898",인강,"7시간 14분 2초","07:14:02"
'2026-03-28',이천기숙학원,수학,388886,이채린A,"010","7614","6898",자습,"2시간 33분 3초","01:33:03"
'2026-03-28',이천기숙학원,수학,394622,장재훈,"010","2121","8379",자습,"1시간 18분 3초","01:18:03"
'2026-03-28',이천기숙학원,수학,396314,정세원,"010","8589","2792",자습,"3시간 49분 10초","02:49:10"
'2026-03-28',인천부평,과학탐구,392336,김이영,"010","8706","9882",자습,"1시간 45분 0초","00:45:00"
'2026-03-28',인천부평,국어,392336,김이영,"010","8706","9882",자습,"1시간 9분 2초","01:09:02"
'2026-03-28',인천부평,수학,392336,김이영,"010","8706","9882",자습,"2시간 57분 8초","01:57:08"
'2026-03-28',인천부평,영어,392336,김이영,"010","8706","9882",자습,"1시간 30분 35초","01:29:35"
'2026-03-28',인천부평,국어,392455,박시후,"010","8360","9985",자습,"5시간 6분 57초","05:05:57"
'2026-03-28',인천부평,수학,392455,박시후,"010","8360","9985",자습,"6시간 41분 31초","05:40:31"
'2026-03-28',인천부평,영어,392455,박시후,"010","8360","9985",자습,"2시간 38분 49초","01:37:49"
'2026-03-28',인천부평,국어,392119,백아림,"010","2878","1867",자습,"1시간 52분 15초","00:52:15"
'2026-03-28',인천부평,수학,392119,백아림,"010","2878","1867",자습,"5시간 14분 48초","05:13:48"
'2026-03-28',인천부평,영어,392119,백아림,"010","2878","1867",자습,"1시간 40분 37초","00:39:37"
'2026-03-28',인천부평,국어,396675,유도웅,"010","8807","4632",자습,"1시간 41분 22초","00:41:22"
'2026-03-28',인천부평,사회탐구,396675,유도웅,"010","8807","4632",인강,"2시간 39분 16초","01:39:16"
'2026-03-28',인천부평,수학,396675,유도웅,"010","8807","4632",자습,"6시간 21분 0초","06:21:00"
'2026-03-28',인천부평,국어,393401,유준영,"010","4627","0843",자습,"2시간 10분 55초","02:09:55"
'2026-03-28',인천부평,수학,393401,유준영,"010","4627","0843",자습,"1시간 24분 35초","01:23:35"
'2026-03-28',인천부평,사회탐구,383268,윤영록,"010","2203","0437",자습,"14시간 37분 42초","13:36:42"
'2026-03-28',인천부평,국어,395422,이준용,"010","4581","8796",자습,"4시간 2분 55초","04:01:55"
'2026-03-28',인천부평,수학,395422,이준용,"010","4581","8796",자습,"2시간 30분 48초","02:29:48"
'2026-03-28',인천부평,영어,395422,이준용,"010","4581","8796",자습,"1시간 42분 42초","00:41:42"
'2026-03-28',인천부평,국어,396512,하주아,"010","9288","5075",자습,"3시간 43분 5초","02:43:05"
'2026-03-28',인천부평,수학,396512,하주아,"010","9288","5075",자습,"6시간 47분 7초","05:47:07"
'2026-03-28',인천부평,국어,397130,허은서,"010","4614","5570",자습,"7시간 30분 20초","06:30:20"
'2026-03-28',인천부평,수학,397130,허은서,"010","4614","5570",자습,"2시간 14분 59초","02:13:59"
'2026-03-28',인천부평,국어,392429,황정우,"010","7104","2124",자습,"1시간 28분 25초","01:28:25"
'2026-03-28',인천부평,사회탐구,392429,황정우,"010","7104","2124",자습,"1시간 12분 59초","01:11:59"
'2026-03-28',인천부평,수학,392429,황정우,"010","7104","2124",자습,"4시간 52분 38초","03:51:38"
'2026-03-28',인천송도,사회탐구,396945,김지혜,"010","9691","5945",인강,"0시간 10분 16초","00:10:16"
'2026-03-28',인천송도,영어,391268,문가인,"010","7341","8126",자습,"1시간 21분 9초","01:21:09"
'2026-03-28',인천송도,영어,391278,문자인,"010","4685","8126",자습,"22시간 0분 0초","22:00:00"
'2026-03-28',인천송도,영어,396291,박지혜,"010","8734","6801",자습,"0시간 0분 5초","00:00:05"
'2026-03-28',인천송도,국어,395464,신은빛,"010","8021","5769",자습,"0시간 0분 2초","00:00:02"
'2026-03-28',인천송도,국어,397022,이서윤,"010","8482","2152",자습,"1시간 54분 57초","00:53:57"
'2026-03-28',인천송도,영어,397022,이서윤,"010","8482","2152",자습,"0시간 0분 1초","00:00:01"
'2026-03-28',인천송도,국어,391260,이지우,"010","5693","1943",자습,"0시간 24분 57초","00:23:57"
'2026-03-28',인천송도,사회탐구,391260,이지우,"010","5693","1943",자습,"5시간 57분 31초","04:56:31"
'2026-03-28',인천송도,수학,391260,이지우,"010","5693","1943",자습,"2시간 56분 17초","01:56:17"
'2026-03-28',인천송도,사회탐구,392413,정윤아,"010","8353","4058",자습,"1시간 7분 9초","01:07:09"
'2026-03-28',인천송도,수학,392413,정윤아,"010","8353","4058",자습,"2시간 59분 9초","01:59:09"
'2026-03-28',인천송도,영어,392413,정윤아,"010","8353","4058",자습,"1시간 37분 30초","00:36:30"
'2026-03-28',인천송도,국어,392736,정채은,"010","7941","0097",자습,"5시간 53분 42초","04:52:42"
'2026-03-28',인천송도,영어,392736,정채은,"010","7941","0097",자습,"4시간 56분 52초","03:55:52"
'2026-03-28',인천인하대,국어,390898,강지연,"010","4686","1174",자습,"2시간 5분 25초","02:05:25"
'2026-03-28',인천인하대,사회탐구,390898,강지연,"010","4686","1174",자습,"2시간 2분 50초","02:01:50"
'2026-03-28',인천인하대,수학,390898,강지연,"010","4686","1174",자습,"3시간 57분 57초","02:56:57"
'2026-03-28',인천인하대,영어,390898,강지연,"010","4686","1174",자습,"1시간 50분 6초","00:50:06"
'2026-03-28',인천인하대,국어,395389,곽지우,"010","5541","3407",자습,"8시간 12분 33초","08:11:33"
'2026-03-28',인천인하대,수학,395389,곽지우,"010","5541","3407",자습,"4시간 51분 31초","03:50:31"
'2026-03-28',인천인하대,영어,395389,곽지우,"010","5541","3407",자습,"0시간 0분 2초","00:00:02"
'2026-03-28',인천인하대,국어,395392,김민규,"010","9925","5391",인강,"1시간 16분 42초","01:15:42"
'2026-03-28',인천인하대,국어,395392,김민규,"010","9925","5391",자습,"1시간 4분 47초","01:03:47"
'2026-03-28',인천인하대,수학,395392,김민규,"010","9925","5391",인강,"3시간 30분 44초","03:29:44"
'2026-03-28',인천인하대,영어,395392,김민규,"010","9925","5391",자습,"7시간 36분 34초","06:35:34"
'2026-03-28',인천인하대,사회탐구,392530,김민영,"010","5805","1862",자습,"8시간 16분 13초","08:16:13"
'2026-03-28',인천인하대,국어,390921,김시원,"010","9945","9835",자습,"3시간 58분 27초","02:58:27"
'2026-03-28',인천인하대,수학,390921,김시원,"010","9945","9835",자습,"6시간 21분 50초","06:20:50"
'2026-03-28',인천인하대,국어,395097,김현민,"010","5349","4042",자습,"1시간 5분 17초","01:05:17"
'2026-03-28',인천인하대,사회탐구,395097,김현민,"010","5349","4042",자습,"0시간 0분 8초","00:00:08"
'2026-03-28',인천인하대,수학,395097,김현민,"010","5349","4042",자습,"5시간 42분 11초","04:42:11"
'2026-03-28',인천인하대,영어,395097,김현민,"010","5349","4042",자습,"2시간 15분 22초","02:15:22"
'2026-03-28',인천인하대,국어,395737,김혜인,"010","3306","3328",자습,"3시간 30분 19초","02:30:19"
'2026-03-28',인천인하대,수학,395737,김혜인,"010","3306","3328",자습,"5시간 58분 27초","04:58:27"
'2026-03-28',인천인하대,영어,395737,김혜인,"010","3306","3328",자습,"2시간 34분 3초","01:34:03"
'2026-03-28',인천인하대,국어,394065,박지율,"010","8575","0466",인강,"13시간 50분 33초","12:49:33"
'2026-03-28',인천인하대,국어,394093,손수민,"010","6266","6116",인강,"6시간 45분 59초","05:44:59"
'2026-03-28',인천인하대,국어,394093,손수민,"010","6266","6116",자습,"7시간 27분 28초","07:27:28"
'2026-03-28',인천인하대,사회탐구,394180,손주하,"010","5923","2474",인강,"2시간 55분 1초","01:55:01"
'2026-03-28',인천인하대,사회탐구,394180,손주하,"010","5923","2474",자습,"2시간 35분 16초","01:35:16"
'2026-03-28',인천인하대,수학,394180,손주하,"010","5923","2474",자습,"3시간 44분 18초","02:44:18"
'2026-03-28',인천인하대,영어,394180,손주하,"010","5923","2474",자습,"1시간 57분 8초","00:57:08"
'2026-03-28',인천인하대,과학탐구,396077,유성은,"010","5457","9388",인강,"1시간 58분 36초","00:57:36"
'2026-03-28',인천인하대,과학탐구,396077,유성은,"010","5457","9388",자습,"2시간 43분 1초","01:43:01"
'2026-03-28',인천인하대,국어,396077,유성은,"010","5457","9388",자습,"3시간 34분 18초","02:34:18"
'2026-03-28',인천인하대,수학,396077,유성은,"010","5457","9388",인강,"2시간 0분 5초","02:00:05"
'2026-03-28',인천인하대,수학,396077,유성은,"010","5457","9388",자습,"5시간 42분 14초","04:42:14"
'2026-03-28',인천인하대,영어,396077,유성은,"010","5457","9388",자습,"0시간 28분 42초","00:27:42"
'2026-03-28',인천인하대,과학탐구,395875,이규훈,"010","4752","0158",인강,"3시간 52분 52초","02:51:52"
'2026-03-28',인천인하대,과학탐구,395875,이규훈,"010","4752","0158",자습,"0시간 14분 58초","00:13:58"
'2026-03-28',인천인하대,국어,395875,이규훈,"010","4752","0158",인강,"3시간 40분 23초","02:40:23"
'2026-03-28',인천인하대,국어,395875,이규훈,"010","4752","0158",자습,"1시간 51분 1초","00:51:01"
'2026-03-28',인천인하대,수학,395875,이규훈,"010","4752","0158",자습,"4시간 28분 17초","04:28:17"
'2026-03-28',인천인하대,영어,395875,이규훈,"010","4752","0158",자습,"1시간 50분 33초","00:49:33"
'2026-03-28',인천인하대,국어,395391,이다현,"010","4066","5635",인강,"8시간 48분 57초","07:47:57"
'2026-03-28',인천인하대,영어,395391,이다현,"010","4066","5635",단과,"3시간 58분 49초","02:57:49"
'2026-03-28',인천인하대,국어,396711,이정혁,"010","9367","9974",자습,"5시간 39분 31초","04:38:31"
'2026-03-28',인천인하대,영어,396711,이정혁,"010","9367","9974",자습,"2시간 58분 23초","01:58:23"
'2026-03-28',인천인하대,국어,396043,진성현,"010","7141","1514",자습,"1시간 23분 12초","01:23:12"
'2026-03-28',인천인하대,사회탐구,396043,진성현,"010","7141","1514",인강,"2시간 30분 2초","01:30:02"
'2026-03-28',인천인하대,수학,396043,진성현,"010","7141","1514",자습,"4시간 1분 43초","04:00:43"
'2026-03-28',인천인하대,영어,396043,진성현,"010","7141","1514",자습,"1시간 4분 54초","01:03:54"
'2026-03-28',인천인하대,국어,395387,한지민,"010","5918","4614",인강,"1시간 14분 54초","01:13:54"
'2026-03-28',인천인하대,국어,395387,한지민,"010","5918","4614",자습,"2시간 34분 11초","01:34:11"
'2026-03-28',인천인하대,사회탐구,395387,한지민,"010","5918","4614",자습,"8시간 9분 38초","08:08:38"
'2026-03-28',인천인하대,과학탐구,395560,황유진,"010","6375","8845",자습,"2시간 38분 0초","01:38:00"
'2026-03-28',인천인하대,국어,395560,황유진,"010","6375","8845",자습,"2시간 40분 20초","01:40:20"
'2026-03-28',인천인하대,수학,395560,황유진,"010","6375","8845",자습,"3시간 57분 53초","02:56:53"
'2026-03-28',인천인하대,영어,395560,황유진,"010","6375","8845",자습,"1시간 31분 19초","00:31:19"
'2026-03-28',일산서구,국어,396600,최서우,"010","2282","4743",인강,"6시간 39분 57초","05:38:57"
'2026-03-28',일산서구,국어,396600,최서우,"010","2282","4743",자습,"1시간 53분 2초","00:53:02"
'2026-03-28',일산서구,수학,396600,최서우,"010","2282","4743",인강,"5시간 40분 2초","04:40:02"
'2026-03-28',일산서구,영어,396600,최서우,"010","2282","4743",인강,"1시간 43분 16초","00:43:16"
'2026-03-28',일산서구,영어,396600,최서우,"010","2282","4743",자습,"1시간 46분 44초","00:45:44"
'2026-03-28',춘천,국어,395867,최한혁,"010","9244","0585",자습,"13시간 56분 30초","12:55:30"
'2026-03-28',평택,국어,392648,강감찬,"010","4843","5563",자습,"2시간 1분 40초","02:00:40"
'2026-03-28',평택,수학,392648,강감찬,"010","4843","5563",자습,"7시간 40분 32초","06:39:32"
'2026-03-28',평택,영어,392648,강감찬,"010","4843","5563",자습,"0시간 19분 59초","00:18:59"
'2026-03-28',평택,수학,265250,김민경,"010","3375","0649",자습,"7시간 25분 46초","07:24:46"
'2026-03-28',평택,과학탐구,395264,김민서,"010","3933","7600",자습,"2시간 46분 15초","01:46:15"
'2026-03-28',평택,국어,395264,김민서,"010","3933","7600",인강,"2시간 37분 44초","01:36:44"
'2026-03-28',평택,국어,395264,김민서,"010","3933","7600",자습,"1시간 48분 1초","00:48:01"
'2026-03-28',평택,사회탐구,395264,김민서,"010","3933","7600",인강,"1시간 13분 21초","01:13:21"
'2026-03-28',평택,수학,395264,김민서,"010","3933","7600",인강,"0시간 15분 55초","00:14:55"
'2026-03-28',평택,수학,395264,김민서,"010","3933","7600",자습,"7시간 32분 28초","06:32:28"
'2026-03-28',평택,영어,395264,김민서,"010","3933","7600",자습,"0시간 27분 50초","00:26:50"
'2026-03-28',평택,과학탐구,394036,김서영,"010","9945","1744",자습,"1시간 55분 54초","00:54:54"
'2026-03-28',평택,국어,394036,김서영,"010","9945","1744",인강,"2시간 14분 49초","02:13:49"
'2026-03-28',평택,국어,394036,김서영,"010","9945","1744",자습,"2시간 50분 36초","01:49:36"
'2026-03-28',평택,사회탐구,394036,김서영,"010","9945","1744",인강,"2시간 8분 54초","02:07:54"
'2026-03-28',평택,수학,394036,김서영,"010","9945","1744",인강,"2시간 37분 45초","01:36:45"
'2026-03-28',평택,국어,395266,김서윤,"010","9371","7906",인강,"2시간 30분 21초","01:30:21"
'2026-03-28',평택,수학,395266,김서윤,"010","9371","7906",인강,"2시간 11분 48초","02:10:48"
'2026-03-28',평택,국어,396339,김영혁,"010","8355","4032",인강,"2시간 40분 10초","01:40:10"
'2026-03-28',평택,국어,396339,김영혁,"010","8355","4032",자습,"2시간 3분 32초","02:02:32"
'2026-03-28',평택,수학,396339,김영혁,"010","8355","4032",자습,"4시간 51분 19초","03:51:19"
'2026-03-28',평택,영어,396339,김영혁,"010","8355","4032",인강,"0시간 0분 2초","00:00:02"
'2026-03-28',평택,국어,395271,김예원,"010","6368","8473",인강,"3시간 33분 25초","02:33:25"
'2026-03-28',평택,사회탐구,395271,김예원,"010","6368","8473",인강,"3시간 36분 26초","02:36:26"
'2026-03-28',평택,사회탐구,395271,김예원,"010","6368","8473",자습,"3시간 36분 11초","02:36:11"
'2026-03-28',평택,수학,395271,김예원,"010","6368","8473",자습,"1시간 4분 20초","01:04:20"
'2026-03-28',평택,영어,395271,김예원,"010","6368","8473",자습,"2시간 15분 29초","02:15:29"
'2026-03-28',평택,국어,388721,김태현,"010","7462","5530",단과,"2시간 22분 33초","02:21:33"
'2026-03-28',평택,사회탐구,388721,김태현,"010","7462","5530",인강,"3시간 19분 10초","03:19:10"
'2026-03-28',평택,사회탐구,388721,김태현,"010","7462","5530",자습,"1시간 13분 51초","01:12:51"
'2026-03-28',평택,수학,388721,김태현,"010","7462","5530",인강,"0시간 1분 44초","00:00:44"
'2026-03-28',평택,수학,388721,김태현,"010","7462","5530",자습,"5시간 7분 0초","05:07:00"
'2026-03-28',평택,국어,395272,김하린,"010","5718","4897",인강,"2시간 60분 39초","01:59:39"
'2026-03-28',평택,국어,395272,김하린,"010","5718","4897",자습,"2시간 19분 8초","02:19:08"
'2026-03-28',평택,수학,395272,김하린,"010","5718","4897",인강,"5시간 31분 2초","04:31:02"
'2026-03-28',평택,영어,395272,김하린,"010","5718","4897",인강,"0시간 28분 56초","00:27:56"
'2026-03-28',평택,국어,389442,류지원,"010","3922","5396",인강,"2시간 47분 57초","01:46:57"
'2026-03-28',평택,국어,389442,류지원,"010","3922","5396",자습,"1시간 14분 24초","01:14:24"
'2026-03-28',평택,사회탐구,389442,류지원,"010","3922","5396",자습,"1시간 51분 3초","00:51:03"
'2026-03-28',평택,영어,389442,류지원,"010","3922","5396",자습,"5시간 60분 57초","04:59:57"
'2026-03-28',평택,사회탐구,395590,문정현,"010","7670","7445",자습,"4시간 11분 29초","04:11:29"
'2026-03-28',평택,수학,395590,문정현,"010","7670","7445",자습,"9시간 56분 29초","08:56:29"
'2026-03-28',평택,국어,395481,박세현,"010","3327","3829",자습,"2시간 58분 51초","01:57:51"
'2026-03-28',평택,수학,395481,박세현,"010","3327","3829",자습,"9시간 10분 19초","09:10:19"
'2026-03-28',평택,국어,392217,박형주,"010","4264","8566",자습,"3시간 35분 51초","02:34:51"
'2026-03-28',평택,사회탐구,392217,박형주,"010","4264","8566",자습,"2시간 15분 25초","02:15:25"
'2026-03-28',평택,수학,392217,박형주,"010","4264","8566",인강,"4시간 31분 46초","03:30:46"
'2026-03-28',평택,국어,395680,서채준,"010","8898","4632",인강,"1시간 5분 55초","01:04:55"
'2026-03-28',평택,사회탐구,395680,서채준,"010","8898","4632",자습,"1시간 9분 9초","01:09:09"
'2026-03-28',평택,수학,395680,서채준,"010","8898","4632",인강,"6시간 33분 16초","05:33:16"
'2026-03-28',평택,영어,395680,서채준,"010","8898","4632",자습,"1시간 38분 51초","00:37:51"
'2026-03-28',평택,국어,395269,송나현,"010","5542","2857",자습,"3시간 25분 53초","03:24:53"
'2026-03-28',평택,수학,395269,송나현,"010","5542","2857",인강,"2시간 31분 30초","01:30:30"
'2026-03-28',평택,수학,395269,송나현,"010","5542","2857",자습,"3시간 6분 50초","03:05:50"
'2026-03-28',평택,영어,395269,송나현,"010","5542","2857",자습,"1시간 50분 4초","00:50:04"
'2026-03-28',평택,사회탐구,396421,송서환,"010","7517","6585",인강,"2시간 27분 21초","02:27:21"
'2026-03-28',평택,사회탐구,396421,송서환,"010","7517","6585",자습,"3시간 24분 12초","03:24:12"
'2026-03-28',평택,수학,396421,송서환,"010","7517","6585",자습,"1시간 52분 51초","00:51:51"
'2026-03-28',평택,국어,394721,신동아,"010","9314","9638",자습,"4시간 55분 15초","03:55:15"
'2026-03-28',평택,수학,394721,신동아,"010","9314","9638",자습,"5시간 52분 59초","04:51:59"
'2026-03-28',평택,국어,395114,신민영,"010","2656","7621",자습,"4시간 45분 16초","03:45:16"
'2026-03-28',평택,사회탐구,395114,신민영,"010","2656","7621",자습,"4시간 53분 50초","03:52:50"
'2026-03-28',평택,수학,395114,신민영,"010","2656","7621",자습,"0시간 24분 0초","00:24:00"
'2026-03-28',평택,국어,396166,신수빈,"010","5591","2684",인강,"2시간 55분 7초","01:55:07"
'2026-03-28',평택,국어,396166,신수빈,"010","5591","2684",자습,"1시간 14분 51초","01:13:51"
'2026-03-28',평택,수학,396166,신수빈,"010","5591","2684",인강,"2시간 56분 47초","01:55:47"
'2026-03-28',평택,수학,396166,신수빈,"010","5591","2684",자습,"2시간 43분 59초","01:42:59"
'2026-03-28',평택,국어,395115,안현준,"010","3760","0057",자습,"4시간 18분 59초","04:17:59"
'2026-03-28',평택,사회탐구,395115,안현준,"010","3760","0057",자습,"3시간 49분 40초","02:48:40"
'2026-03-28',평택,영어,395115,안현준,"010","3760","0057",자습,"2시간 23분 14초","02:23:14"
'2026-03-28',평택,영어,395221,유재빈,"010","6763","1977",자습,"13시간 52분 54초","12:51:54"
'2026-03-28',평택,국어,393454,윤은수,"010","2402","8728",인강,"0시간 18분 49초","00:17:49"
'2026-03-28',평택,국어,393454,윤은수,"010","2402","8728",자습,"3시간 57분 23초","02:57:23"
'2026-03-28',평택,수학,393454,윤은수,"010","2402","8728",자습,"4시간 12분 21초","04:12:21"
'2026-03-28',평택,국어,395156,윤종건,"010","5679","3058",자습,"3시간 34분 20초","02:34:20"
'2026-03-28',평택,수학,395156,윤종건,"010","5679","3058",자습,"5시간 60분 58초","04:59:58"
'2026-03-28',평택,영어,395156,윤종건,"010","5679","3058",자습,"1시간 4분 40초","01:03:40"
'2026-03-28',평택,국어,395767,이서진,"010","9494","2308",자습,"4시간 0분 14초","04:00:14"
'2026-03-28',평택,수학,395767,이서진,"010","9494","2308",인강,"4시간 39분 45초","03:38:45"
'2026-03-28',평택,과학탐구,396411,이은주,"010","3890","3288",자습,"7시간 20분 16초","07:20:16"
'2026-03-28',평택,국어,396411,이은주,"010","3890","3288",자습,"2시간 22분 57초","02:21:57"
'2026-03-28',평택,수학,396411,이은주,"010","3890","3288",자습,"2시간 31분 47초","01:30:47"
'2026-03-28',평택,영어,396411,이은주,"010","3890","3288",자습,"1시간 30분 42초","01:29:42"
'2026-03-28',평택,국어,395668,이지윤,"010","4821","4870",자습,"5시간 20분 55초","05:19:55"
